policy_name,round_number,customer_id,segment,action_id,converted,revenue,cost,reward,p_convert,simulation_id,action_name,cumulative_reward
random_uniform,19,145,Loyal,3,True,156.79,0.3,156.49,0.4695,baseline_eval_seed42_random_uniform,product_recommendation,463.38
random_uniform,20,229,At-Risk,4,False,0.0,0.2,-0.2,0.2496,baseline_eval_seed42_random_uniform,bundle_offer,463.18
random_uniform,21,100,Loyal,0,True,77.07,0.0,77.07,0.1849,baseline_eval_seed42_random_uniform,no_action,540.25
random_uniform,22,448,Lost,3,False,0.0,0.3,-0.3,0.1912,baseline_eval_seed42_random_uniform,product_recommendation,539.95
random_uniform,23,439,Loyal,0,False,0.0,0.0,0.0,0.3877,baseline_eval_seed42_random_uniform,no_action,539.95
random_uniform,24,114,Champion,0,False,0.0,0.0,0.0,0.4347,baseline_eval_seed42_random_uniform,no_action,539.95
random_uniform,25,11,At-Risk,3,True,78.02,0.3,77.72,0.3885,baseline_eval_seed42_random_uniform,product_recommendation,617.67
random_uniform,26,336,Loyal,1,False,0.0,0.1,-0.1,0.0899,baseline_eval_seed42_random_uniform,discount_10,617.57
random_uniform,27,191,Loyal,0,False,0.0,0.0,0.0,0.2545,baseline_eval_seed42_random_uniform,no_action,617.57
random_uniform,28,223,Champion,2,False,0.0,0.1,-0.1,0.0964,baseline_eval_seed42_random_uniform,free_shipping,617.47
random_uniform,29,204,Loyal,1,False,0.0,0.1,-0.1,0.1537,baseline_eval_seed42_random_uniform,discount_10,617.37
random_uniform,30,193,Lost,0,True,73.79,0.0,73.79,0.1612,baseline_eval_seed42_random_uniform,no_action,691.16
random_uniform,31,99,Lost,2,False,0.0,0.1,-0.1,0.2376,baseline_eval_seed42_random_uniform,free_shipping,691.06
random_uniform,32,203,Loyal,1,False,0.0,0.1,-0.1,0.2428,baseline_eval_seed42_random_uniform,discount_10,690.96
random_uniform,33,83,Loyal,1,False,0.0,0.1,-0.1,0.3015,baseline_eval_seed42_random_uniform,discount_10,690.86
random_uniform,34,94,Lost,2,False,0.0,0.1,-0.1,0.1294,baseline_eval_seed42_random_uniform,free_shipping,690.76
random_uniform,35,400,Loyal,1,False,0.0,0.1,-0.1,0.2641,baseline_eval_seed42_random_uniform,discount_10,690.66
random_uniform,36,365,Lost,3,False,0.0,0.3,-0.3,0.3148,baseline_eval_seed42_random_uniform,product_recommendation,690.36
random_uniform,37,39,Champion,3,True,64.36,0.3,64.06,0.4203,baseline_eval_seed42_random_uniform,product_recommendation,754.42
random_uniform,38,429,Loyal,3,True,58.27,0.3,57.97,0.3878,baseline_eval_seed42_random_uniform,product_recommendation,812.39
random_uniform,39,304,Loyal,2,False,0.0,0.1,-0.1,0.184,baseline_eval_seed42_random_uniform,free_shipping,812.29
random_uniform,40,226,Loyal,2,True,80.94,4.99,75.95,0.2077,baseline_eval_seed42_random_uniform,free_shipping,888.24
random_uniform,41,145,Loyal,0,False,0.0,0.0,0.0,0.3407,baseline_eval_seed42_random_uniform,no_action,888.24
random_uniform,42,299,Loyal,4,False,0.0,0.2,-0.2,0.1841,baseline_eval_seed42_random_uniform,bundle_offer,888.04
random_uniform,43,365,Lost,0,False,0.0,0.0,0.0,0.1727,baseline_eval_seed42_random_uniform,no_action,888.04
random_uniform,44,427,Loyal,2,True,87.91,4.99,82.92,0.1671,baseline_eval_seed42_random_uniform,free_shipping,970.96
random_uniform,45,167,At-Risk,3,True,73.83,0.3,73.53,0.1801,baseline_eval_seed42_random_uniform,product_recommendation,1044.49
random_uniform,46,323,Champion,0,False,0.0,0.0,0.0,0.366,baseline_eval_seed42_random_uniform,no_action,1044.49
random_uniform,47,445,Lost,1,False,0.0,0.1,-0.1,0.1504,baseline_eval_seed42_random_uniform,discount_10,1044.39
random_uniform,48,498,Loyal,4,True,79.92,9.0,70.92,0.2016,baseline_eval_seed42_random_uniform,bundle_offer,1115.31
random_uniform,49,24,Lost,1,False,0.0,0.1,-0.1,0.2832,baseline_eval_seed42_random_uniform,discount_10,1115.21
random_uniform,50,151,Champion,3,False,0.0,0.3,-0.3,0.3536,baseline_eval_seed42_random_uniform,product_recommendation,1114.91
random_uniform,51,225,Loyal,4,True,58.47,9.0,49.47,0.244,baseline_eval_seed42_random_uniform,bundle_offer,1164.38
random_uniform,52,208,Loyal,2,False,0.0,0.1,-0.1,0.1349,baseline_eval_seed42_random_uniform,free_shipping,1164.28
random_uniform,53,27,Loyal,0,False,0.0,0.0,0.0,0.147,baseline_eval_seed42_random_uniform,no_action,1164.28
random_uniform,54,129,At-Risk,0,False,0.0,0.0,0.0,0.2228,baseline_eval_seed42_random_uniform,no_action,1164.28
random_uniform,55,295,Loyal,1,True,91.45,9.15,82.31,0.1353,baseline_eval_seed42_random_uniform,discount_10,1246.59
random_uniform,56,30,Loyal,0,True,77.96,0.0,77.96,0.5641,baseline_eval_seed42_random_uniform,no_action,1324.55
random_uniform,57,407,Champion,0,False,0.0,0.0,0.0,0.4129,baseline_eval_seed42_random_uniform,no_action,1324.55
random_uniform,58,35,Loyal,0,False,0.0,0.0,0.0,0.3028,baseline_eval_seed42_random_uniform,no_action,1324.55
random_uniform,59,350,Lost,4,False,0.0,0.2,-0.2,0.1192,baseline_eval_seed42_random_uniform,bundle_offer,1324.35
random_uniform,60,423,Loyal,1,False,0.0,0.1,-0.1,0.1316,baseline_eval_seed42_random_uniform,discount_10,1324.25
random_uniform,61,18,Loyal,1,False,0.0,0.1,-0.1,0.3752,baseline_eval_seed42_random_uniform,discount_10,1324.15
random_uniform,62,374,Champion,1,False,0.0,0.1,-0.1,0.0625,baseline_eval_seed42_random_uniform,discount_10,1324.05
random_uniform,63,372,Lost,1,False,0.0,0.1,-0.1,0.2353,baseline_eval_seed42_random_uniform,discount_10,1323.95
random_uniform,64,141,Champion,0,False,0.0,0.0,0.0,0.312,baseline_eval_seed42_random_uniform,no_action,1323.95
random_uniform,65,396,At-Risk,2,False,0.0,0.1,-0.1,0.2113,baseline_eval_seed42_random_uniform,free_shipping,1323.85
random_uniform,66,82,Loyal,4,True,139.59,9.0,130.59,0.3792,baseline_eval_seed42_random_uniform,bundle_offer,1454.44
random_uniform,67,73,Lost,3,True,102.82,0.3,102.52,0.2935,baseline_eval_seed42_random_uniform,product_recommendation,1556.96
random_uniform,68,301,At-Risk,0,False,0.0,0.0,0.0,0.134,baseline_eval_seed42_random_uniform,no_action,1556.96
random_uniform,69,354,Loyal,0,False,0.0,0.0,0.0,0.2093,baseline_eval_seed42_random_uniform,no_action,1556.96
random_uniform,70,23,At-Risk,1,True,54.54,6.5,48.04,0.6482,baseline_eval_seed42_random_uniform,discount_10,1605.0
random_uniform,71,65,At-Risk,0,False,0.0,0.0,0.0,0.2564,baseline_eval_seed42_random_uniform,no_action,1605.0
random_uniform,72,363,At-Risk,3,False,0.0,0.3,-0.3,0.2104,baseline_eval_seed42_random_uniform,product_recommendation,1604.7
random_uniform,73,333,Lost,3,False,0.0,0.3,-0.3,0.4095,baseline_eval_seed42_random_uniform,product_recommendation,1604.4
random_uniform,74,228,At-Risk,2,False,0.0,0.1,-0.1,0.5095,baseline_eval_seed42_random_uniform,free_shipping,1604.3
random_uniform,75,13,Lost,4,False,0.0,0.2,-0.2,0.1948,baseline_eval_seed42_random_uniform,bundle_offer,1604.1
random_uniform,76,432,Champion,4,False,0.0,0.2,-0.2,0.3956,baseline_eval_seed42_random_uniform,bundle_offer,1603.9
random_uniform,77,135,Lost,2,False,0.0,0.1,-0.1,0.4572,baseline_eval_seed42_random_uniform,free_shipping,1603.8
random_uniform,78,277,At-Risk,0,False,0.0,0.0,0.0,0.1007,baseline_eval_seed42_random_uniform,no_action,1603.8
random_uniform,79,214,Loyal,0,False,0.0,0.0,0.0,0.3734,baseline_eval_seed42_random_uniform,no_action,1603.8
random_uniform,80,109,Loyal,1,False,0.0,0.1,-0.1,0.1401,baseline_eval_seed42_random_uniform,discount_10,1603.7
random_uniform,81,164,Champion,2,False,0.0,0.1,-0.1,0.3839,baseline_eval_seed42_random_uniform,free_shipping,1603.6
random_uniform,82,53,Loyal,3,False,0.0,0.3,-0.3,0.4252,baseline_eval_seed42_random_uniform,product_recommendation,1603.3
random_uniform,83,51,Lost,4,True,72.88,9.0,63.88,0.3842,baseline_eval_seed42_random_uniform,bundle_offer,1667.18
random_uniform,84,373,Lost,2,False,0.0,0.1,-0.1,0.1565,baseline_eval_seed42_random_uniform,free_shipping,1667.08
random_uniform,85,194,Lost,2,True,47.0,4.99,42.01,0.3684,baseline_eval_seed42_random_uniform,free_shipping,1709.09
random_uniform,86,430,Champion,0,False,0.0,0.0,0.0,0.1999,baseline_eval_seed42_random_uniform,no_action,1709.09
random_uniform,87,217,Lost,1,True,66.29,6.63,59.66,0.1147,baseline_eval_seed42_random_uniform,discount_10,1768.75
random_uniform,88,190,Loyal,3,False,0.0,0.3,-0.3,0.1422,baseline_eval_seed42_random_uniform,product_recommendation,1768.45
random_uniform,89,403,Loyal,1,True,56.8,6.5,50.3,0.4513,baseline_eval_seed42_random_uniform,discount_10,1818.75
random_uniform,90,486,Lost,0,False,0.0,0.0,0.0,0.2461,baseline_eval_seed42_random_uniform,no_action,1818.75
random_uniform,91,66,At-Risk,1,False,0.0,0.1,-0.1,0.1661,baseline_eval_seed42_random_uniform,discount_10,1818.65
random_uniform,92,267,Loyal,4,False,0.0,0.2,-0.2,0.1409,baseline_eval_seed42_random_uniform,bundle_offer,1818.45
random_uniform,93,222,Champion,2,False,0.0,0.1,-0.1,0.2236,baseline_eval_seed42_random_uniform,free_shipping,1818.35
random_uniform,94,49,Loyal,2,False,0.0,0.1,-0.1,0.1064,baseline_eval_seed42_random_uniform,free_shipping,1818.25
random_uniform,95,249,At-Risk,4,False,0.0,0.2,-0.2,0.1288,baseline_eval_seed42_random_uniform,bundle_offer,1818.05
random_uniform,96,58,Loyal,3,False,0.0,0.3,-0.3,0.2282,baseline_eval_seed42_random_uniform,product_recommendation,1817.75
random_uniform,97,191,Loyal,3,False,0.0,0.3,-0.3,0.3463,baseline_eval_seed42_random_uniform,product_recommendation,1817.45
random_uniform,98,213,Lost,4,True,84.89,9.0,75.89,0.2139,baseline_eval_seed42_random_uniform,bundle_offer,1893.34
random_uniform,99,158,Champion,1,False,0.0,0.1,-0.1,0.1006,baseline_eval_seed42_random_uniform,discount_10,1893.24
random_uniform,100,499,Loyal,0,False,0.0,0.0,0.0,0.1479,baseline_eval_seed42_random_uniform,no_action,1893.24
random_uniform,101,429,Loyal,1,False,0.0,0.1,-0.1,0.2362,baseline_eval_seed42_random_uniform,discount_10,1893.14
random_uniform,102,477,Loyal,2,True,53.99,4.99,49.0,0.4587,baseline_eval_seed42_random_uniform,free_shipping,1942.14
random_uniform,103,47,Loyal,1,False,0.0,0.1,-0.1,0.0767,baseline_eval_seed42_random_uniform,discount_10,1942.04
random_uniform,104,274,Champion,4,True,130.54,9.0,121.54,0.2664,baseline_eval_seed42_random_uniform,bundle_offer,2063.58
random_uniform,105,331,Loyal,4,True,113.29,9.0,104.29,0.3799,baseline_eval_seed42_random_uniform,bundle_offer,2167.87
random_uniform,106,372,Lost,1,True,77.34,7.73,69.6,0.2353,baseline_eval_seed42_random_uniform,discount_10,2237.47
random_uniform,107,282,At-Risk,1,False,0.0,0.1,-0.1,0.1874,baseline_eval_seed42_random_uniform,discount_10,2237.37
random_uniform,108,77,Champion,3,False,0.0,0.3,-0.3,0.3823,baseline_eval_seed42_random_uniform,product_recommendation,2237.07
random_uniform,109,79,Loyal,3,False,0.0,0.3,-0.3,0.2106,baseline_eval_seed42_random_uniform,product_recommendation,2236.77
random_uniform,110,309,Loyal,3,True,66.36,0.3,66.06,0.2327,baseline_eval_seed42_random_uniform,product_recommendation,2302.83
random_uniform,111,201,Loyal,3,False,0.0,0.3,-0.3,0.3094,baseline_eval_seed42_random_uniform,product_recommendation,2302.53
random_uniform,112,316,Loyal,4,True,150.71,9.0,141.71,0.4926,baseline_eval_seed42_random_uniform,bundle_offer,2444.24
random_uniform,113,63,Loyal,3,True,84.22,0.3,83.92,0.4135,baseline_eval_seed42_random_uniform,product_recommendation,2528.16
random_uniform,114,454,Lost,0,True,55.51,0.0,55.51,0.1249,baseline_eval_seed42_random_uniform,no_action,2583.67
random_uniform,115,286,Loyal,1,True,61.49,6.5,54.99,0.1021,baseline_eval_seed42_random_uniform,discount_10,2638.66
random_uniform,116,148,At-Risk,3,True,70.73,0.3,70.43,0.1444,baseline_eval_seed42_random_uniform,product_recommendation,2709.09
random_uniform,117,261,Lost,3,False,0.0,0.3,-0.3,0.1837,baseline_eval_seed42_random_uniform,product_recommendation,2708.79
random_uniform,118,365,Lost,2,False,0.0,0.1,-0.1,0.1486,baseline_eval_seed42_random_uniform,free_shipping,2708.69
random_uniform,119,283,Loyal,3,True,55.13,0.3,54.83,0.3968,baseline_eval_seed42_random_uniform,product_recommendation,2763.52
random_uniform,120,200,Lost,2,False,0.0,0.1,-0.1,0.3232,baseline_eval_seed42_random_uniform,free_shipping,2763.42
random_uniform,121,416,Champion,4,False,0.0,0.2,-0.2,0.3428,baseline_eval_seed42_random_uniform,bundle_offer,2763.22
random_uniform,122,108,Loyal,0,True,64.2,0.0,64.2,0.1983,baseline_eval_seed42_random_uniform,no_action,2827.42
random_uniform,123,272,Champion,1,True,103.98,10.4,93.58,0.1352,baseline_eval_seed42_random_uniform,discount_10,2921.0
random_uniform,124,145,Loyal,0,True,132.85,0.0,132.85,0.3407,baseline_eval_seed42_random_uniform,no_action,3053.85
random_uniform,125,60,Champion,3,True,64.75,0.3,64.45,0.3466,baseline_eval_seed42_random_uniform,product_recommendation,3118.3
random_uniform,126,314,Loyal,1,True,58.43,6.5,51.93,0.3507,baseline_eval_seed42_random_uniform,discount_10,3170.23
random_uniform,127,259,Loyal,2,False,0.0,0.1,-0.1,0.3463,baseline_eval_seed42_random_uniform,free_shipping,3170.13
random_uniform,128,495,Lost,2,True,51.3,4.99,46.31,0.2639,baseline_eval_seed42_random_uniform,free_shipping,3216.44
random_uniform,129,8,Loyal,3,True,98.75,0.3,98.45,0.4798,baseline_eval_seed42_random_uniform,product_recommendation,3314.89
random_uniform,130,300,Champion,0,False,0.0,0.0,0.0,0.2226,baseline_eval_seed42_random_uniform,no_action,3314.89
random_uniform,131,337,Loyal,4,False,0.0,0.2,-0.2,0.2194,baseline_eval_seed42_random_uniform,bundle_offer,3314.69
random_uniform,132,367,Lost,1,True,50.99,6.5,44.49,0.5317,baseline_eval_seed42_random_uniform,discount_10,3359.18
random_uniform,133,158,Champion,4,False,0.0,0.2,-0.2,0.3156,baseline_eval_seed42_random_uniform,bundle_offer,3358.98
random_uniform,134,151,Champion,2,False,0.0,0.1,-0.1,0.2819,baseline_eval_seed42_random_uniform,free_shipping,3358.88
random_uniform,135,435,Champion,3,True,83.47,0.3,83.17,0.4322,baseline_eval_seed42_random_uniform,product_recommendation,3442.05
random_uniform,136,481,At-Risk,4,True,116.48,9.0,107.48,0.3377,baseline_eval_seed42_random_uniform,bundle_offer,3549.53
random_uniform,137,356,At-Risk,1,False,0.0,0.1,-0.1,0.1934,baseline_eval_seed42_random_uniform,discount_10,3549.43
random_uniform,138,68,Loyal,0,False,0.0,0.0,0.0,0.2159,baseline_eval_seed42_random_uniform,no_action,3549.43
random_uniform,139,55,Loyal,4,False,0.0,0.2,-0.2,0.2605,baseline_eval_seed42_random_uniform,bundle_offer,3549.23
random_uniform,140,99,Lost,2,False,0.0,0.1,-0.1,0.2376,baseline_eval_seed42_random_uniform,free_shipping,3549.13
random_uniform,141,262,Loyal,3,True,64.45,0.3,64.15,0.3612,baseline_eval_seed42_random_uniform,product_recommendation,3613.28
random_uniform,142,455,At-Risk,0,False,0.0,0.0,0.0,0.1272,baseline_eval_seed42_random_uniform,no_action,3613.28
random_uniform,143,214,Loyal,2,True,61.57,4.99,56.58,0.3089,baseline_eval_seed42_random_uniform,free_shipping,3669.86
random_uniform,144,474,Lost,0,False,0.0,0.0,0.0,0.1003,baseline_eval_seed42_random_uniform,no_action,3669.86
random_uniform,145,420,Loyal,0,False,0.0,0.0,0.0,0.3741,baseline_eval_seed42_random_uniform,no_action,3669.86
random_uniform,146,88,Loyal,4,False,0.0,0.2,-0.2,0.195,baseline_eval_seed42_random_uniform,bundle_offer,3669.66
random_uniform,147,216,Champion,1,False,0.0,0.1,-0.1,0.0689,baseline_eval_seed42_random_uniform,discount_10,3669.56
random_uniform,148,396,At-Risk,3,False,0.0,0.3,-0.3,0.174,baseline_eval_seed42_random_uniform,product_recommendation,3669.26
random_uniform,149,183,At-Risk,4,False,0.0,0.2,-0.2,0.2134,baseline_eval_seed42_random_uniform,bundle_offer,3669.06
random_uniform,150,435,Champion,3,False,0.0,0.3,-0.3,0.4322,baseline_eval_seed42_random_uniform,product_recommendation,3668.76
random_uniform,151,354,Loyal,0,False,0.0,0.0,0.0,0.2093,baseline_eval_seed42_random_uniform,no_action,3668.76
random_uniform,152,369,Champion,2,False,0.0,0.1,-0.1,0.1366,baseline_eval_seed42_random_uniform,free_shipping,3668.66
random_uniform,153,35,Loyal,0,True,57.58,0.0,57.58,0.3028,baseline_eval_seed42_random_uniform,no_action,3726.24
random_uniform,154,76,Loyal,2,True,79.66,4.99,74.67,0.1854,baseline_eval_seed42_random_uniform,free_shipping,3800.91
random_uniform,155,399,Loyal,3,True,113.68,0.3,113.38,0.2475,baseline_eval_seed42_random_uniform,product_recommendation,3914.29
random_uniform,156,434,Loyal,4,False,0.0,0.2,-0.2,0.3672,baseline_eval_seed42_random_uniform,bundle_offer,3914.09
random_uniform,157,17,Lost,0,False,0.0,0.0,0.0,0.1048,baseline_eval_seed42_random_uniform,no_action,3914.09
random_uniform,158,263,Champion,0,False,0.0,0.0,0.0,0.3974,baseline_eval_seed42_random_uniform,no_action,3914.09
random_uniform,159,27,Loyal,2,True,73.29,4.99,68.3,0.341,baseline_eval_seed42_random_uniform,free_shipping,3982.39
random_uniform,160,490,Loyal,0,False,0.0,0.0,0.0,0.2931,baseline_eval_seed42_random_uniform,no_action,3982.39
random_uniform,161,440,Loyal,4,False,0.0,0.2,-0.2,0.4886,baseline_eval_seed42_random_uniform,bundle_offer,3982.19
random_uniform,162,326,Loyal,4,True,107.83,9.0,98.83,0.4578,baseline_eval_seed42_random_uniform,bundle_offer,4081.02
random_uniform,163,108,Loyal,1,False,0.0,0.1,-0.1,0.1565,baseline_eval_seed42_random_uniform,discount_10,4080.92
random_uniform,164,57,Loyal,3,False,0.0,0.3,-0.3,0.1694,baseline_eval_seed42_random_uniform,product_recommendation,4080.62
random_uniform,165,424,Lost,4,False,0.0,0.2,-0.2,0.3623,baseline_eval_seed42_random_uniform,bundle_offer,4080.42
random_uniform,166,398,Loyal,3,False,0.0,0.3,-0.3,0.262,baseline_eval_seed42_random_uniform,product_recommendation,4080.12
random_uniform,167,201,Loyal,2,False,0.0,0.1,-0.1,0.1442,baseline_eval_seed42_random_uniform,free_shipping,4080.02
random_uniform,168,470,Loyal,0,False,0.0,0.0,0.0,0.4032,baseline_eval_seed42_random_uniform,no_action,4080.02
random_uniform,169,316,Loyal,2,False,0.0,0.1,-0.1,0.1471,baseline_eval_seed42_random_uniform,free_shipping,4079.92
random_uniform,170,104,Loyal,1,False,0.0,0.1,-0.1,0.1518,baseline_eval_seed42_random_uniform,discount_10,4079.82
random_uniform,171,344,Lost,0,False,0.0,0.0,0.0,0.1918,baseline_eval_seed42_random_uniform,no_action,4079.82
random_uniform,172,110,At-Risk,3,True,86.5,0.3,86.2,0.3752,baseline_eval_seed42_random_uniform,product_recommendation,4166.02
random_uniform,173,254,Champion,3,True,83.55,0.3,83.25,0.3111,baseline_eval_seed42_random_uniform,product_recommendation,4249.27
random_uniform,174,292,Loyal,0,False,0.0,0.0,0.0,0.1018,baseline_eval_seed42_random_uniform,no_action,4249.27
random_uniform,175,133,At-Risk,0,False,0.0,0.0,0.0,0.0997,baseline_eval_seed42_random_uniform,no_action,4249.27
random_uniform,176,101,Loyal,4,True,201.67,9.0,192.67,0.393,baseline_eval_seed42_random_uniform,bundle_offer,4441.94
random_uniform,177,261,Lost,3,False,0.0,0.3,-0.3,0.1837,baseline_eval_seed42_random_uniform,product_recommendation,4441.64
random_uniform,178,296,At-Risk,3,True,53.64,0.3,53.34,0.2456,baseline_eval_seed42_random_uniform,product_recommendation,4494.98
random_uniform,179,21,Champion,1,True,69.66,6.97,62.69,0.2868,baseline_eval_seed42_random_uniform,discount_10,4557.67
random_uniform,180,110,At-Risk,2,False,0.0,0.1,-0.1,0.1015,baseline_eval_seed42_random_uniform,free_shipping,4557.57
random_uniform,181,129,At-Risk,0,True,63.68,0.0,63.68,0.2228,baseline_eval_seed42_random_uniform,no_action,4621.25
random_uniform,182,285,Loyal,4,False,0.0,0.2,-0.2,0.2165,baseline_eval_seed42_random_uniform,bundle_offer,4621.05
random_uniform,183,410,Loyal,4,False,0.0,0.2,-0.2,0.1447,baseline_eval_seed42_random_uniform,bundle_offer,4620.85
random_uniform,184,478,Champion,3,False,0.0,0.3,-0.3,0.3787,baseline_eval_seed42_random_uniform,product_recommendation,4620.55
random_uniform,185,204,Loyal,3,True,83.33,0.3,83.03,0.2605,baseline_eval_seed42_random_uniform,product_recommendation,4703.58
random_uniform,186,381,Champion,0,False,0.0,0.0,0.0,0.3584,baseline_eval_seed42_random_uniform,no_action,4703.58
random_uniform,187,373,Lost,4,False,0.0,0.2,-0.2,0.2614,baseline_eval_seed42_random_uniform,bundle_offer,4703.38
random_uniform,188,301,At-Risk,2,False,0.0,0.1,-0.1,0.1697,baseline_eval_seed42_random_uniform,free_shipping,4703.28
random_uniform,189,21,Champion,1,False,0.0,0.1,-0.1,0.2868,baseline_eval_seed42_random_uniform,discount_10,4703.18
random_uniform,190,259,Loyal,1,False,0.0,0.1,-0.1,0.3097,baseline_eval_seed42_random_uniform,discount_10,4703.08
random_uniform,191,292,Loyal,3,True,74.79,0.3,74.49,0.251,baseline_eval_seed42_random_uniform,product_recommendation,4777.57
random_uniform,192,455,At-Risk,2,False,0.0,0.1,-0.1,0.1482,baseline_eval_seed42_random_uniform,free_shipping,4777.47
random_uniform,193,463,Loyal,0,True,55.59,0.0,55.59,0.3311,baseline_eval_seed42_random_uniform,no_action,4833.06
random_uniform,194,372,Lost,1,False,0.0,0.1,-0.1,0.2353,baseline_eval_seed42_random_uniform,discount_10,4832.96
random_uniform,195,476,At-Risk,2,True,63.03,4.99,58.04,0.365,baseline_eval_seed42_random_uniform,free_shipping,4891.0
random_uniform,196,369,Champion,1,False,0.0,0.1,-0.1,0.0753,baseline_eval_seed42_random_uniform,discount_10,4890.9
random_uniform,197,185,At-Risk,2,True,51.64,4.99,46.65,0.2783,baseline_eval_seed42_random_uniform,free_shipping,4937.55
random_uniform,198,41,Lost,4,False,0.0,0.2,-0.2,0.1495,baseline_eval_seed42_random_uniform,bundle_offer,4937.35
random_uniform,199,366,Loyal,1,False,0.0,0.1,-0.1,0.1312,baseline_eval_seed42_random_uniform,discount_10,4937.25
random_uniform,200,201,Loyal,4,False,0.0,0.2,-0.2,0.2119,baseline_eval_seed42_random_uniform,bundle_offer,4937.05
random_uniform,201,437,Lost,3,False,0.0,0.3,-0.3,0.3135,baseline_eval_seed42_random_uniform,product_recommendation,4936.75
random_uniform,202,411,Champion,1,False,0.0,0.1,-0.1,0.0978,baseline_eval_seed42_random_uniform,discount_10,4936.65
random_uniform,203,304,Loyal,4,False,0.0,0.2,-0.2,0.1849,baseline_eval_seed42_random_uniform,bundle_offer,4936.45
random_uniform,204,177,At-Risk,3,True,71.79,0.3,71.49,0.3861,baseline_eval_seed42_random_uniform,product_recommendation,5007.94
random_uniform,205,259,Loyal,4,False,0.0,0.2,-0.2,0.2684,baseline_eval_seed42_random_uniform,bundle_offer,5007.74
random_uniform,206,459,Lost,3,False,0.0,0.3,-0.3,0.1871,baseline_eval_seed42_random_uniform,product_recommendation,5007.44
random_uniform,207,325,Loyal,1,True,54.83,6.5,48.33,0.4687,baseline_eval_seed42_random_uniform,discount_10,5055.77
random_uniform,208,330,Loyal,3,True,86.34,0.3,86.04,0.2572,baseline_eval_seed42_random_uniform,product_recommendation,5141.81
random_uniform,209,398,Loyal,0,False,0.0,0.0,0.0,0.262,baseline_eval_seed42_random_uniform,no_action,5141.81
random_uniform,210,228,At-Risk,0,False,0.0,0.0,0.0,0.3387,baseline_eval_seed42_random_uniform,no_action,5141.81
random_uniform,211,59,Lost,0,False,0.0,0.0,0.0,0.107,baseline_eval_seed42_random_uniform,no_action,5141.81
random_uniform,212,392,Champion,1,False,0.0,0.1,-0.1,0.0925,baseline_eval_seed42_random_uniform,discount_10,5141.71
random_uniform,213,246,At-Risk,0,False,0.0,0.0,0.0,0.2242,baseline_eval_seed42_random_uniform,no_action,5141.71
random_uniform,214,14,Loyal,4,False,0.0,0.2,-0.2,0.1579,baseline_eval_seed42_random_uniform,bundle_offer,5141.51
random_uniform,215,55,Loyal,3,False,0.0,0.3,-0.3,0.3908,baseline_eval_seed42_random_uniform,product_recommendation,5141.21
random_uniform,216,190,Loyal,3,False,0.0,0.3,-0.3,0.1422,baseline_eval_seed42_random_uniform,product_recommendation,5140.91
random_uniform,217,309,Loyal,3,True,66.38,0.3,66.08,0.2327,baseline_eval_seed42_random_uniform,product_recommendation,5206.99
