customer_id,segment,action_rank,action_id,action_name,base_cost,predicted_reward,uncertainty_score,explore_score,ucb_score,confidence_score,n_pulls
11,At-Risk,3,3,product_recommendation,0.3,3.8282,0.0054,0.0368,3.8651,0.0001,2343
11,At-Risk,4,1,discount_10,6.5,3.1566,0.0897,0.1497,3.3063,0.0001,11
11,At-Risk,5,0,no_action,0.0,0.8734,0.0795,0.1409,1.0144,0.0,14
12,Lost,1,4,bundle_offer,9.0,25.1528,0.0015,0.0192,25.172,0.9827,2231
12,Lost,2,3,product_recommendation,0.3,21.1087,0.0017,0.0203,21.129,0.0172,2343
12,Lost,3,2,free_shipping,4.99,14.741,0.0104,0.0509,14.7919,0.0,401
12,Lost,4,1,discount_10,6.5,6.9197,0.0853,0.146,7.0658,0.0,11
12,Lost,5,0,no_action,0.0,0.6792,0.1078,0.1642,0.8433,0.0,14
13,Champion,1,4,bundle_offer,9.0,31.9984,0.0018,0.0213,32.0196,0.996,2231
13,Champion,2,3,product_recommendation,0.3,26.48,0.0025,0.0251,26.5051,0.004,2343
13,Champion,3,2,free_shipping,4.99,15.7992,0.027,0.0821,15.8814,0.0,401
13,Champion,4,1,discount_10,6.5,11.8922,0.1431,0.1892,12.0813,0.0,11
13,Champion,5,0,no_action,0.0,2.8418,0.1898,0.2178,3.0596,0.0,14
14,Loyal,1,4,bundle_offer,9.0,23.5209,0.0015,0.0196,23.5405,0.7049,2231
14,Loyal,2,3,product_recommendation,0.3,22.6528,0.0009,0.0152,22.668,0.2946,2343
14,Loyal,3,2,free_shipping,4.99,16.1605,0.013,0.0571,16.2176,0.0005,401
14,Loyal,4,1,discount_10,6.5,8.8728,0.0876,0.148,9.0208,0.0,11
14,Loyal,5,0,no_action,0.0,1.3743,0.1223,0.1749,1.5491,0.0,14
15,Lost,1,4,bundle_offer,9.0,17.0098,0.0011,0.0167,17.0265,0.972,2231
15,Lost,2,2,free_shipping,4.99,12.9024,0.0053,0.0366,12.939,0.0163,401
15,Lost,3,3,product_recommendation,0.3,12.5776,0.0025,0.0251,12.6027,0.0117,2343
15,Lost,4,1,discount_10,6.5,6.1959,0.0655,0.1279,6.3238,0.0,11
15,Lost,5,0,no_action,0.0,0.9724,0.0738,0.1359,1.1083,0.0,14
16,Loyal,1,4,bundle_offer,9.0,20.3309,0.001,0.0158,20.3467,0.9965,2231
16,Loyal,2,3,product_recommendation,0.3,14.0314,0.0019,0.0221,14.0534,0.0018,2343
16,Loyal,3,2,free_shipping,4.99,13.8649,0.0099,0.0498,13.9147,0.0016,401
16,Loyal,4,1,discount_10,6.5,8.2811,0.0686,0.1309,8.412,0.0,11
16,Loyal,5,0,no_action,0.0,0.7235,0.0923,0.1519,0.8754,0.0,14
17,Loyal,1,3,product_recommendation,0.3,38.4214,0.0053,0.0363,38.4576,1.0,2343
17,Loyal,2,2,free_shipping,4.99,19.3743,0.0486,0.1102,19.4846,0.0,401
17,Loyal,3,4,bundle_offer,9.0,19.0909,0.0101,0.0503,19.1413,0.0,2231
17,Loyal,4,0,no_action,0.0,5.4514,0.2435,0.2467,5.6981,0.0,14
17,Loyal,5,1,discount_10,6.5,5.4293,0.2279,0.2387,5.668,0.0,11
18,Lost,1,2,free_shipping,4.99,9.7867,0.009,0.0473,9.8341,0.9944,401
18,Lost,2,3,product_recommendation,0.3,4.4366,0.0079,0.0445,4.4811,0.0047,2343
18,Lost,3,4,bundle_offer,9.0,2.6842,0.0048,0.0345,2.7186,0.0008,2231
18,Lost,4,1,discount_10,6.5,-0.6193,0.1623,0.2015,-0.4179,0.0,11
18,Lost,5,0,no_action,0.0,-1.8864,0.1601,0.2001,-1.6863,0.0,14
19,Loyal,1,3,product_recommendation,0.3,37.6968,0.0031,0.0279,37.7246,0.9999,2343
19,Loyal,2,4,bundle_offer,9.0,28.4831,0.0075,0.0432,28.5263,0.0001,2231
19,Loyal,3,2,free_shipping,4.99,21.3039,0.0395,0.0994,21.4033,0.0,401
19,Loyal,4,1,discount_10,6.5,9.3313,0.2317,0.2407,9.5719,0.0,11
19,Loyal,5,0,no_action,0.0,-0.05,0.3168,0.2814,0.2315,0.0,14
20,Loyal,1,4,bundle_offer,9.0,58.8335,0.0044,0.0333,58.8668,1.0,2231
20,Loyal,2,3,product_recommendation,0.3,48.0382,0.0045,0.0334,48.0715,0.0,2343
20,Loyal,3,2,free_shipping,4.99,19.1754,0.0673,0.1297,19.3051,0.0,401
20,Loyal,4,1,discount_10,6.5,14.7203,0.257,0.2535,14.9738,0.0,11
20,Loyal,5,0,no_action,0.0,0.3271,0.3554,0.2981,0.6251,0.0,14
21,Champion,1,3,product_recommendation,0.3,28.1636,0.0012,0.0171,28.1807,1.0,2343
21,Champion,2,4,bundle_offer,9.0,18.1016,0.0029,0.0268,18.1285,0.0,2231
21,Champion,3,2,free_shipping,4.99,15.5182,0.02,0.0708,15.5889,0.0,401
21,Champion,4,1,discount_10,6.5,7.554,0.1108,0.1664,7.7204,0.0,11
21,Champion,5,0,no_action,0.0,5.117,0.1404,0.1873,5.3044,0.0,14
22,Champion,1,3,product_recommendation,0.3,17.2589,0.0029,0.0271,17.286,0.8243,2343
22,Champion,2,2,free_shipping,4.99,15.6712,0.0178,0.0666,15.7378,0.1753,401
22,Champion,3,4,bundle_offer,9.0,9.4475,0.0052,0.036,9.4835,0.0003,2231
22,Champion,4,1,discount_10,6.5,6.83,0.1506,0.194,7.024,0.0,11
22,Champion,5,0,no_action,0.0,6.7412,0.1226,0.1751,6.9163,0.0,14
23,Lost,1,4,bundle_offer,9.0,25.7045,0.0015,0.0195,25.724,0.9649,2231
23,Lost,2,3,product_recommendation,0.3,22.3868,0.0018,0.0212,22.408,0.035,2343
23,Lost,3,2,free_shipping,4.99,15.3875,0.0108,0.052,15.4394,0.0,401
23,Lost,4,1,discount_10,6.5,7.4163,0.0903,0.1503,7.5665,0.0,11
23,Lost,5,0,no_action,0.0,1.1113,0.1129,0.168,1.2793,0.0,14
24,Champion,1,4,bundle_offer,9.0,33.4999,0.0016,0.0202,33.5201,0.8036,2231
24,Champion,2,3,product_recommendation,0.3,32.0908,0.0016,0.0202,32.1109,0.1964,2343
24,Champion,3,2,free_shipping,4.99,16.9311,0.0278,0.0833,17.0145,0.0,401
24,Champion,4,1,discount_10,6.5,11.2965,0.1536,0.196,11.4925,0.0,11
24,Champion,5,0,no_action,0.0,5.5281,0.1807,0.2125,5.7406,0.0,14
25,Lost,1,4,bundle_offer,9.0,36.5712,0.0011,0.0166,36.5878,1.0,2231
25,Lost,2,3,product_recommendation,0.3,23.3275,0.0032,0.0283,23.3559,0.0,2343
25,Lost,3,2,free_shipping,4.99,14.748,0.0186,0.0682,14.8162,0.0,401
25,Lost,4,1,discount_10,6.5,9.1135,0.1126,0.1678,9.2812,0.0,11
25,Lost,5,0,no_action,0.0,0.6593,0.1463,0.1913,0.8505,0.0,14
26,Loyal,1,4,bundle_offer,9.0,39.132,0.0018,0.0213,39.1533,0.9555,2231
26,Loyal,2,3,product_recommendation,0.3,36.0669,0.0016,0.0198,36.0866,0.0445,2343
26,Loyal,3,2,free_shipping,4.99,19.3417,0.0341,0.0924,19.434,0.0,401
26,Loyal,4,1,discount_10,6.5,11.6613,0.2003,0.2238,11.885,0.0,11
26,Loyal,5,0,no_action,0.0,6.4198,0.1956,0.2211,6.6409,0.0,14
27,Champion,1,3,product_recommendation,0.3,16.979,0.0047,0.0342,17.0131,0.785,2343
27,Champion,2,2,free_shipping,4.99,15.478,0.0215,0.0733,15.5513,0.182,401
27,Champion,3,4,bundle_offer,9.0,13.7707,0.006,0.0388,13.8095,0.0319,2231
27,Champion,4,1,discount_10,6.5,9.7267,0.2646,0.2572,9.9839,0.0007,11
27,Champion,5,0,no_action,0.0,9.1619,0.2221,0.2357,9.3976,0.0004,14
28,Champion,1,4,bundle_offer,9.0,32.766,0.0013,0.0177,32.7837,0.9862,2231
28,Champion,2,3,product_recommendation,0.3,28.4946,0.0015,0.0192,28.5138,0.0138,2343
28,Champion,3,2,free_shipping,4.99,16.5338,0.0235,0.0766,16.6104,0.0,401
28,Champion,4,1,discount_10,6.5,11.4455,0.1288,0.1795,11.625,0.0,11
28,Champion,5,0,no_action,0.0,3.2035,0.1718,0.2072,3.4108,0.0,14
29,Loyal,1,4,bundle_offer,9.0,16.7305,0.0011,0.0164,16.7469,0.6037,2231
29,Loyal,2,3,product_recommendation,0.3,16.2886,0.0007,0.0132,16.3018,0.3868,2343
29,Loyal,3,2,free_shipping,4.99,12.5543,0.0061,0.0392,12.5935,0.0095,401
29,Loyal,4,1,discount_10,6.5,6.2475,0.0645,0.1269,6.3744,0.0,11
29,Loyal,5,0,no_action,0.0,3.3149,0.0574,0.1198,3.4347,0.0,14
30,Loyal,1,3,product_recommendation,0.3,17.2929,0.0017,0.0208,17.3138,0.5695,2343
30,Loyal,2,2,free_shipping,4.99,16.9814,0.0109,0.0523,17.0337,0.4304,401
30,Loyal,3,4,bundle_offer,9.0,8.9317,0.0041,0.0321,8.9638,0.0001,2231
30,Loyal,4,1,discount_10,6.5,6.6497,0.0851,0.1458,6.7955,0.0,11
30,Loyal,5,0,no_action,0.0,2.3953,0.1062,0.1629,2.5582,0.0,14
31,Champion,1,3,product_recommendation,0.3,34.2058,0.0013,0.0178,34.2236,0.9999,2343
31,Champion,2,4,bundle_offer,9.0,24.4851,0.0036,0.0302,24.5153,0.0001,2231
31,Champion,3,2,free_shipping,4.99,19.1467,0.028,0.0837,19.2304,0.0,401
31,Champion,4,1,discount_10,6.5,9.7865,0.1612,0.2008,9.9872,0.0,11
31,Champion,5,0,no_action,0.0,5.9922,0.2021,0.2248,6.2169,0.0,14
32,Loyal,1,4,bundle_offer,9.0,39.4453,0.0012,0.0173,39.4626,1.0,2231
32,Loyal,2,3,product_recommendation,0.3,24.5836,0.0028,0.0264,24.61,0.0,2343
32,Loyal,3,2,free_shipping,4.99,12.8069,0.025,0.079,12.8859,0.0,401
32,Loyal,4,1,discount_10,6.5,11.4673,0.1284,0.1792,11.6465,0.0,11
32,Loyal,5,0,no_action,0.0,1.715,0.1585,0.1991,1.914,0.0,14
33,Loyal,1,4,bundle_offer,9.0,25.4962,0.0009,0.0153,25.5115,1.0,2231
33,Loyal,2,3,product_recommendation,0.3,12.4472,0.0029,0.027,12.4742,0.0,2343
33,Loyal,3,2,free_shipping,4.99,11.1157,0.0126,0.056,11.1717,0.0,401
33,Loyal,4,1,discount_10,6.5,7.3193,0.0766,0.1384,7.4577,0.0,11
33,Loyal,5,0,no_action,0.0,-0.7034,0.1033,0.1607,-0.5427,0.0,14
34,At-Risk,1,4,bundle_offer,9.0,25.2715,0.0032,0.0284,25.2999,1.0,2231
34,At-Risk,2,2,free_shipping,4.99,12.7417,0.015,0.0613,12.803,0.0,401
34,At-Risk,3,3,product_recommendation,0.3,9.9224,0.0141,0.0595,9.9819,0.0,2343
34,At-Risk,4,1,discount_10,6.5,5.5134,0.1708,0.2066,5.72,0.0,11
34,At-Risk,5,0,no_action,0.0,0.0686,0.1752,0.2093,0.2779,0.0,14
35,Champion,1,4,bundle_offer,9.0,46.0105,0.0019,0.0216,46.0321,0.9968,2231
35,Champion,2,3,product_recommendation,0.3,40.2579,0.0026,0.0257,40.2836,0.0032,2343
35,Champion,3,2,free_shipping,4.99,19.0679,0.0495,0.1112,19.1791,0.0,401
35,Champion,4,1,discount_10,6.5,14.8107,0.2499,0.25,15.0607,0.0,11
35,Champion,5,0,no_action,0.0,6.4362,0.3006,0.2741,6.7103,0.0,14
36,Lost,1,4,bundle_offer,9.0,54.7157,0.0074,0.0429,54.7586,1.0,2231
36,Lost,2,3,product_recommendation,0.3,26.3693,0.0111,0.0528,26.4221,0.0,2343
36,Lost,3,2,free_shipping,4.99,14.2296,0.0642,0.1266,14.3563,0.0,401
36,Lost,4,1,discount_10,6.5,13.8055,0.3869,0.311,14.1165,0.0,11
36,Lost,5,0,no_action,0.0,-4.3476,0.416,0.3225,-4.0251,0.0,14
37,Loyal,1,4,bundle_offer,9.0,43.6167,0.0021,0.023,43.6397,1.0,2231
37,Loyal,2,3,product_recommendation,0.3,32.1433,0.0036,0.0302,32.1734,0.0,2343
37,Loyal,3,2,free_shipping,4.99,17.7938,0.0356,0.0943,17.8881,0.0,401
37,Loyal,4,1,discount_10,6.5,13.5752,0.1914,0.2188,13.7939,0.0,11
37,Loyal,5,0,no_action,0.0,1.1565,0.2443,0.2471,1.4037,0.0,14
38,Loyal,1,2,free_shipping,4.99,14.3021,0.0095,0.0486,14.3507,0.8473,401
38,Loyal,2,4,bundle_offer,9.0,12.1679,0.003,0.0272,12.1952,0.0982,2231
38,Loyal,3,3,product_recommendation,0.3,11.506,0.0028,0.0265,11.5325,0.0506,2343
38,Loyal,4,1,discount_10,6.5,8.8071,0.0932,0.1526,8.9597,0.0039,11
38,Loyal,5,0,no_action,0.0,3.925,0.1013,0.1591,4.0841,0.0,14
39,Champion,1,4,bundle_offer,9.0,60.0107,0.0023,0.024,60.0346,1.0,2231
39,Champion,2,3,product_recommendation,0.3,43.5027,0.0047,0.0343,43.537,0.0,2343
39,Champion,3,2,free_shipping,4.99,18.6296,0.0665,0.1289,18.7586,0.0,401
39,Champion,4,1,discount_10,6.5,16.8276,0.2737,0.2616,17.0892,0.0,11
39,Champion,5,0,no_action,0.0,4.3612,0.3488,0.2953,4.6565,0.0,14
40,Loyal,1,3,product_recommendation,0.3,21.8875,0.0017,0.0208,21.9084,0.9887,2343
40,Loyal,2,2,free_shipping,4.99,17.3754,0.0142,0.0595,17.4349,0.0113,401
40,Loyal,3,4,bundle_offer,9.0,10.0087,0.0048,0.0347,10.0434,0.0,2231
40,Loyal,4,1,discount_10,6.5,7.4579,0.1654,0.2033,7.6612,0.0,11
40,Loyal,5,0,no_action,0.0,6.9232,0.1492,0.1931,7.1164,0.0,14
41,Lost,1,3,product_recommendation,0.3,16.2913,0.003,0.0274,16.3188,0.5171,2343
41,Lost,2,2,free_shipping,4.99,16.1994,0.0104,0.051,16.2505,0.4829,401
41,Lost,3,4,bundle_offer,9.0,4.7289,0.0062,0.0393,4.7682,0.0,2231
41,Lost,4,1,discount_10,6.5,3.129,0.1442,0.1899,3.3189,0.0,11
41,Lost,5,0,no_action,0.0,0.6867,0.1466,0.1914,0.8782,0.0,14
42,Champion,1,3,product_recommendation,0.3,18.7666,0.0024,0.0245,18.7911,0.6982,2343
42,Champion,2,4,bundle_offer,9.0,17.8301,0.0034,0.0291,17.8592,0.2749,2231
42,Champion,3,2,free_shipping,4.99,15.4691,0.0159,0.0631,15.5323,0.0268,401
42,Champion,4,1,discount_10,6.5,8.5771,0.1377,0.1856,8.7626,0.0,11
42,Champion,5,0,no_action,0.0,5.8538,0.1228,0.1752,6.029,0.0,14
43,Loyal,1,4,bundle_offer,9.0,32.4813,0.0012,0.0175,32.4988,1.0,2231
43,Loyal,2,3,product_recommendation,0.3,22.2455,0.0023,0.0241,22.2696,0.0,2343
43,Loyal,3,2,free_shipping,4.99,14.4024,0.0201,0.0708,14.4732,0.0,401
43,Loyal,4,1,discount_10,6.5,10.2188,0.1133,0.1683,10.3871,0.0,11
43,Loyal,5,0,no_action,0.0,-0.1432,0.1496,0.1934,0.0502,0.0,14
44,Loyal,1,3,product_recommendation,0.3,42.2033,0.0039,0.0312,42.2345,0.8117,2343
44,Loyal,2,4,bundle_offer,9.0,40.7345,0.0061,0.0391,40.7736,0.1883,2231
44,Loyal,3,2,free_shipping,4.99,20.147,0.0563,0.1186,20.2656,0.0,401
44,Loyal,4,1,discount_10,6.5,11.9002,0.2349,0.2423,12.1425,0.0,11
44,Loyal,5,0,no_action,0.0,2.0643,0.3233,0.2843,2.3486,0.0,14
45,At-Risk,1,4,bundle_offer,9.0,22.6012,0.003,0.0272,22.6284,1.0,2231
45,At-Risk,2,2,free_shipping,4.99,9.3267,0.023,0.0758,9.4025,0.0,401
45,At-Risk,3,1,discount_10,6.5,4.3357,0.1602,0.2001,4.5359,0.0,11
45,At-Risk,4,3,product_recommendation,0.3,0.8014,0.0126,0.0562,0.8576,0.0,2343
45,At-Risk,5,0,no_action,0.0,-0.7491,0.2,0.2236,-0.5255,0.0,14
46,Champion,1,3,product_recommendation,0.3,27.6119,0.0021,0.0228,27.6347,0.9995,2343
46,Champion,2,2,free_shipping,4.99,19.9709,0.021,0.0724,20.0433,0.0005,401
46,Champion,3,4,bundle_offer,9.0,9.7554,0.0068,0.0413,9.7967,0.0,2231
46,Champion,4,1,discount_10,6.5,7.5021,0.1632,0.202,7.7041,0.0,11
46,Champion,5,0,no_action,0.0,5.3567,0.2017,0.2246,5.5813,0.0,14
47,Lost,1,4,bundle_offer,9.0,36.1074,0.0015,0.0191,36.1265,1.0,2231
47,Lost,2,3,product_recommendation,0.3,21.8417,0.004,0.0315,21.8731,0.0,2343
47,Lost,3,2,free_shipping,4.99,14.4832,0.019,0.0689,14.552,0.0,401
47,Lost,4,1,discount_10,6.5,8.6418,0.1208,0.1738,8.8156,0.0,11
47,Lost,5,0,no_action,0.0,-0.2981,0.1619,0.2012,-0.0969,0.0,14
48,Loyal,1,4,bundle_offer,9.0,40.3592,0.0014,0.0185,40.3777,1.0,2231
48,Loyal,2,3,product_recommendation,0.3,27.5445,0.0026,0.0253,27.5699,0.0,2343
48,Loyal,3,2,free_shipping,4.99,14.7566,0.0256,0.08,14.8366,0.0,401
48,Loyal,4,1,discount_10,6.5,10.7332,0.1289,0.1795,10.9127,0.0,11
48,Loyal,5,0,no_action,0.0,-0.2878,0.1767,0.2102,-0.0776,0.0,14
49,Lost,1,4,bundle_offer,9.0,31.6002,0.0024,0.0243,31.6245,1.0,2231
49,Lost,2,3,product_recommendation,0.3,20.3839,0.0039,0.0311,20.415,0.0,2343
49,Lost,3,2,free_shipping,4.99,14.0449,0.0202,0.0711,14.1159,0.0,401
49,Lost,4,1,discount_10,6.5,7.5515,0.1273,0.1784,7.7299,0.0,11
49,Lost,5,0,no_action,0.0,0.6701,0.1467,0.1915,0.8616,0.0,14
50,At-Risk,1,4,bundle_offer,9.0,17.3191,0.0022,0.0234,17.3426,0.9946,2231
50,At-Risk,2,2,free_shipping,4.99,12.0743,0.0107,0.0516,12.1259,0.0054,401
50,At-Risk,3,3,product_recommendation,0.3,6.123,0.0075,0.0433,6.1664,0.0,2343
50,At-Risk,4,1,discount_10,6.5,4.6035,0.1306,0.1807,4.7842,0.0,11
50,At-Risk,5,0,no_action,0.0,1.6953,0.1072,0.1637,1.859,0.0,14
51,Loyal,1,4,bundle_offer,9.0,46.2485,0.0039,0.0313,46.2799,1.0,2231
51,Loyal,2,3,product_recommendation,0.3,19.8203,0.0082,0.0453,19.8657,0.0,2343
51,Loyal,3,1,discount_10,6.5,12.8545,0.2077,0.2279,13.0824,0.0,11
51,Loyal,4,2,free_shipping,4.99,11.9621,0.0464,0.1077,12.0698,0.0,401
51,Loyal,5,0,no_action,0.0,-2.3452,0.2654,0.2576,-2.0876,0.0,14
52,Loyal,1,4,bundle_offer,9.0,24.6077,0.0023,0.0242,24.6319,1.0,2231
52,Loyal,2,2,free_shipping,4.99,11.1405,0.02,0.0706,11.2111,0.0,401
52,Loyal,3,3,product_recommendation,0.3,8.8367,0.0048,0.0346,8.8713,0.0,2343
52,Loyal,4,1,discount_10,6.5,7.5357,0.112,0.1673,7.7031,0.0,11
52,Loyal,5,0,no_action,0.0,-0.8596,0.1359,0.1843,-0.6752,0.0,14
53,Loyal,1,4,bundle_offer,9.0,20.5141,0.0012,0.017,20.531,0.9526,2231
53,Loyal,2,3,product_recommendation,0.3,17.4905,0.0011,0.017,17.5075,0.0463,2343
53,Loyal,3,2,free_shipping,4.99,13.705,0.0101,0.0503,13.7553,0.0011,401
53,Loyal,4,1,discount_10,6.5,7.8614,0.0679,0.1303,7.9917,0.0,11
53,Loyal,5,0,no_action,0.0,0.8356,0.0911,0.1509,0.9865,0.0,14
54,Champion,1,3,product_recommendation,0.3,29.4091,0.0018,0.021,29.4301,0.8877,2343
54,Champion,2,4,bundle_offer,9.0,27.3388,0.0023,0.0241,27.363,0.1123,2231
54,Champion,3,2,free_shipping,4.99,17.6694,0.0241,0.0777,17.7471,0.0,401
54,Champion,4,1,discount_10,6.5,11.5564,0.1836,0.2143,11.7707,0.0,11
54,Champion,5,0,no_action,0.0,6.7939,0.2069,0.2274,7.0213,0.0,14
55,Lost,1,4,bundle_offer,9.0,40.6718,0.006,0.0386,40.7104,1.0,2231
55,Lost,2,1,discount_10,6.5,11.8431,0.2415,0.2457,12.0888,0.0,11
55,Lost,3,2,free_shipping,4.99,10.5302,0.0433,0.1041,10.6343,0.0,401
55,Lost,4,3,product_recommendation,0.3,8.9497,0.0118,0.0544,9.004,0.0,2343
55,Lost,5,0,no_action,0.0,1.326,0.2773,0.2633,1.5893,0.0,14
56,Loyal,1,3,product_recommendation,0.3,31.8826,0.0019,0.0219,31.9045,1.0,2343
56,Loyal,2,4,bundle_offer,9.0,21.3335,0.0056,0.0373,21.3708,0.0,2231
56,Loyal,3,2,free_shipping,4.99,19.3335,0.0293,0.0855,19.419,0.0,401
56,Loyal,4,1,discount_10,6.5,8.7255,0.1673,0.2045,8.93,0.0,11
56,Loyal,5,0,no_action,0.0,1.7178,0.2364,0.2431,1.9609,0.0,14
57,At-Risk,1,4,bundle_offer,9.0,21.3982,0.0037,0.0303,21.4284,1.0,2231
57,At-Risk,2,2,free_shipping,4.99,10.1917,0.0205,0.0716,10.2632,0.0,401
57,At-Risk,3,1,discount_10,6.5,4.501,0.19,0.218,4.719,0.0,11
57,At-Risk,4,3,product_recommendation,0.3,0.3996,0.0184,0.0679,0.4674,0.0,2343
57,At-Risk,5,0,no_action,0.0,-0.1767,0.2034,0.2255,0.0488,0.0,14
58,Lost,1,4,bundle_offer,9.0,29.5702,0.0031,0.0278,29.598,1.0,2231
58,Lost,2,3,product_recommendation,0.3,6.5467,0.0091,0.0477,6.5944,0.0,2343
58,Lost,3,2,free_shipping,4.99,6.3358,0.0253,0.0796,6.4153,0.0,401
58,Lost,4,1,discount_10,6.5,5.6716,0.1172,0.1711,5.8428,0.0,11
58,Lost,5,0,no_action,0.0,-4.3784,0.1864,0.2159,-4.1626,0.0,14
59,Lost,1,2,free_shipping,4.99,10.1266,0.0158,0.0627,10.1893,0.9999,401
59,Lost,2,4,bundle_offer,9.0,0.3465,0.0062,0.0394,0.3859,0.0001,2231
59,Lost,3,3,product_recommendation,0.3,-0.3016,0.013,0.057,-0.2446,0.0,2343
59,Lost,4,0,no_action,0.0,-1.114,0.2151,0.2319,-0.8821,0.0,14
59,Lost,5,1,discount_10,6.5,-1.9566,0.2407,0.2453,-1.7113,0.0,11
60,At-Risk,1,2,free_shipping,4.99,15.1608,0.0161,0.0635,15.2242,0.6158,401
